Country Name,"Country Code","Series Name","Series Code","2020 [YR2020]"
Guam,"GUM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","76.612"
Guam,"GUM","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","57.4753652735304"
Guam,"GUM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","6.3030920829086"
Guam,"GUM","Labor force, total","SL.TLF.TOTL.IN","77087"
Guatemala,"GTM","GDP (current US$)","NY.GDP.MKTP.CD","77625486978.2561"
Guatemala,"GTM","Population, total","SP.POP.TOTL","16858333"
Guatemala,"GTM","Urban population","SP.URB.TOTL","8738685"
Guatemala,"GTM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.29972004890442"
Guatemala,"GTM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.797"
Guatemala,"GTM","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","24.8306699906435"
Guatemala,"GTM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","16.3279691327059"
Guatemala,"GTM","Labor force, total","SL.TLF.TOTL.IN","6403877"
Guinea,"GIN","GDP (current US$)","NY.GDP.MKTP.CD","14177835816.2777"
Guinea,"GIN","Population, total","SP.POP.TOTL","13205153"
Guinea,"GIN","Urban population","SP.URB.TOTL","4869400"
Guinea,"GIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","2.19947004318237"
Guinea,"GIN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.327"
Guinea,"GIN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","68.0672726673565"
Guinea,"GIN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","64.3152396862667"
Guinea,"GIN","Labor force, total","SL.TLF.TOTL.IN","4004061"
Guinea-Bissau,"GNB","GDP (current US$)","NY.GDP.MKTP.CD","1431758242.90375"
Guinea-Bissau,"GNB","Population, total","SP.POP.TOTL","2015828"
Guinea-Bissau,"GNB","Urban population","SP.URB.TOTL","890915"
Guinea-Bissau,"GNB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","2.70843005180359"
Guinea-Bissau,"GNB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.999"
Guinea-Bissau,"GNB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","29.248796493144"
Guinea-Bissau,"GNB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","14.3870438781701"
Guinea-Bissau,"GNB","Labor force, total","SL.TLF.TOTL.IN","659378"
Guyana,"GUY","GDP (current US$)","NY.GDP.MKTP.CD","5471256594.72422"
Guyana,"GUY","Population, total","SP.POP.TOTL","797202"
Guyana,"GUY","Urban population","SP.URB.TOTL","213539"
Guyana,"GUY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Guyana,"GUY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.486"
Guyana,"GUY","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Guyana,"GUY","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Guyana,"GUY","Labor force, total","SL.TLF.TOTL.IN","281272"
Haiti,"HTI","GDP (current US$)","NY.GDP.MKTP.CD","14508218017.4032"
Haiti,"HTI","Population, total","SP.POP.TOTL","11306801"
Haiti,"HTI","Urban population","SP.URB.TOTL","6454827"
Haiti,"HTI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","1.37101435661316"
Haiti,"HTI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","64.052"
Haiti,"HTI","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","29.7628848779504"
Haiti,"HTI","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","7.65100685425779"
Haiti,"HTI","Labor force, total","SL.TLF.TOTL.IN","4969248"
Honduras,"HND","GDP (current US$)","NY.GDP.MKTP.CD","23827840809.7014"
Honduras,"HND","Population, total","SP.POP.TOTL","10121763"
Honduras,"HND","Urban population","SP.URB.TOTL","5906960"
Honduras,"HND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","6.43843984603882"
Honduras,"HND","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.462"
Honduras,"HND","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","50.524829034906"
Honduras,"HND","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","35.0945890759895"
Honduras,"HND","Labor force, total","SL.TLF.TOTL.IN","4206572"
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","344932192028.051"
"Hong Kong SAR, China","HKG","Population, total","SP.POP.TOTL","7481000"
"Hong Kong SAR, China","HKG","Urban population","SP.URB.TOTL","7481000"
"Hong Kong SAR, China","HKG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.4063401222229"
"Hong Kong SAR, China","HKG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","85.3878048780488"
"Hong Kong SAR, China","HKG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","174.38076202635"
"Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","176.30044085528"
"Hong Kong SAR, China","HKG","Labor force, total","SL.TLF.TOTL.IN","3910149"
Hungary,"HUN","GDP (current US$)","NY.GDP.MKTP.CD","157182045260.23"
Hungary,"HUN","Population, total","SP.POP.TOTL","9750149"
Hungary,"HUN","Urban population","SP.URB.TOTL","7014452"
Hungary,"HUN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.76000022888184"
Hungary,"HUN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","75.6170731707317"
Hungary,"HUN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","76.7997865633128"
Hungary,"HUN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","78.7285909026743"
Hungary,"HUN","Labor force, total","SL.TLF.TOTL.IN","4724407"
Iceland,"ISL","GDP (current US$)","NY.GDP.MKTP.CD","21694674809.9321"
Iceland,"ISL","Population, total","SP.POP.TOTL","366463"
Iceland,"ISL","Urban population","SP.URB.TOTL","344101"
Iceland,"ISL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","7.71999979019165"
Iceland,"ISL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","83.0658536585366"
Iceland,"ISL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","35.0085271398686"
Iceland,"ISL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","34.4512439839632"
Iceland,"ISL","Labor force, total","SL.TLF.TOTL.IN","218866"
India,"IND","GDP (current US$)","NY.GDP.MKTP.CD","2667687951796.5"
India,"IND","Population, total","SP.POP.TOTL","1396387127"
India,"IND","Urban population","SP.URB.TOTL","487702168"
India,"IND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.47422981262207"
India,"IND","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","70.15"
India,"IND","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","19.0964548921918"
India,"IND","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","18.7088986865588"
India,"IND","Labor force, total","SL.TLF.TOTL.IN","496925521"
Indonesia,"IDN","GDP (current US$)","NY.GDP.MKTP.CD","1058688935454.78"
Indonesia,"IDN","Population, total","SP.POP.TOTL","271857970"
Indonesia,"IDN","Urban population","SP.URB.TOTL","153983073"
Indonesia,"IDN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.49000000953674"
Indonesia,"IDN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.808"
Indonesia,"IDN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","15.7041742336216"
Indonesia,"IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","17.2714213388682"
Indonesia,"IDN","Labor force, total","SL.TLF.TOTL.IN","136106884"
"Iran, Islamic Rep.","IRN","GDP (current US$)","NY.GDP.MKTP.CD","239735571102.495"
"Iran, Islamic Rep.","IRN","Population, total","SP.POP.TOTL","87290193"
"Iran, Islamic Rep.","IRN","Urban population","SP.URB.TOTL","66230561"
"Iran, Islamic Rep.","IRN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.59243011474609"
"Iran, Islamic Rep.","IRN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","74.832"
"Iran, Islamic Rep.","IRN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","24.3855556612928"
"Iran, Islamic Rep.","IRN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","19.4246089315582"
"Iran, Islamic Rep.","IRN","Labor force, total","SL.TLF.TOTL.IN","27169143"
Iraq,"IRQ","GDP (current US$)","NY.GDP.MKTP.CD","184369797315.436"
Iraq,"IRQ","Population, total","SP.POP.TOTL","42556984"
Iraq,"IRQ","Urban population","SP.URB.TOTL","30169923"
Iraq,"IRQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Iraq,"IRQ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.123"
Iraq,"IRQ","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","29.4330742448105"
Iraq,"IRQ","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","27.2218072972819"
Iraq,"IRQ","Labor force, total","SL.TLF.TOTL.IN","10663336"
Ireland,"IRL","GDP (current US$)","NY.GDP.MKTP.CD","425852281928.121"
Ireland,"IRL","Population, total","SP.POP.TOTL","4985382"
Ireland,"IRL","Urban population","SP.URB.TOTL","3173345"
Ireland,"IRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.09999990463257"
Ireland,"IRL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.2048780487805"
Ireland,"IRL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","114.428561007685"
Ireland,"IRL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","133.337202322551"
Ireland,"IRL","Labor force, total","SL.TLF.TOTL.IN","2432234"
Isle of Man,"IMN","GDP (current US$)","NY.GDP.MKTP.CD","#N/A"
Isle of Man,"IMN","Population, total","SP.POP.TOTL","84046"
Isle of Man,"IMN","Urban population","SP.URB.TOTL","44459"
Isle of Man,"IMN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Isle of Man,"IMN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","80.588"
Isle of Man,"IMN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Isle of Man,"IMN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Isle of Man,"IMN","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Israel,"ISR","GDP (current US$)","NY.GDP.MKTP.CD","413267669231.522"
Israel,"ISR","Population, total","SP.POP.TOTL","9215100"
Israel,"ISR","Urban population","SP.URB.TOTL","8531985"
Israel,"ISR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","7.07000017166138"
Israel,"ISR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.7"
Israel,"ISR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","23.2076915737833"
Israel,"ISR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","27.6756854779656"
Israel,"ISR","Labor force, total","SL.TLF.TOTL.IN","4086174"
Italy,"ITA","GDP (current US$)","NY.GDP.MKTP.CD","1896755301518.14"
Italy,"ITA","Population, total","SP.POP.TOTL","59438851"
Italy,"ITA","Urban population","SP.URB.TOTL","42224765"
Italy,"ITA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.26999998092651"
Italy,"ITA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.3439024390244"
Italy,"ITA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","25.8430488731507"
Italy,"ITA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","29.4432373327238"
Italy,"ITA","Labor force, total","SL.TLF.TOTL.IN","25126336"
Jamaica,"JAM","GDP (current US$)","NY.GDP.MKTP.CD","13812425036.5864"
Jamaica,"JAM","Population, total","SP.POP.TOTL","2820436"
Jamaica,"JAM","Urban population","SP.URB.TOTL","1588216"
Jamaica,"JAM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.61749982833862"
Jamaica,"JAM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.869"
Jamaica,"JAM","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","41.7746274749254"
Jamaica,"JAM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","24.0851387595275"
Jamaica,"JAM","Labor force, total","SL.TLF.TOTL.IN","1453541"
Japan,"JPN","GDP (current US$)","NY.GDP.MKTP.CD","5040107754084.11"
Japan,"JPN","Population, total","SP.POP.TOTL","126261000"
Japan,"JPN","Urban population","SP.URB.TOTL","115884871"
Japan,"JPN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.42000007629395"
Japan,"JPN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","84.6156097560976"
Japan,"JPN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","15.8001573523187"
Japan,"JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","15.5585542763298"
Japan,"JPN","Labor force, total","SL.TLF.TOTL.IN","68953988"
Jordan,"JOR","GDP (current US$)","NY.GDP.MKTP.CD","44182298291.8206"
Jordan,"JOR","Population, total","SP.POP.TOTL","10928721"
Jordan,"JOR","Urban population","SP.URB.TOTL","9990818"
Jordan,"JOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.67000007629395"
Jordan,"JOR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","75.184"
Jordan,"JOR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","41.7001496512306"
Jordan,"JOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","23.63925508854"
Jordan,"JOR","Labor force, total","SL.TLF.TOTL.IN","2922683"
Kazakhstan,"KAZ","GDP (current US$)","NY.GDP.MKTP.CD","171082379532.988"
Kazakhstan,"KAZ","Population, total","SP.POP.TOTL","18755666"
Kazakhstan,"KAZ","Urban population","SP.URB.TOTL","10816580"
Kazakhstan,"KAZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.44620370864868"
Kazakhstan,"KAZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.37"
Kazakhstan,"KAZ","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","26.4975355671251"
Kazakhstan,"KAZ","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","30.5289067989681"
Kazakhstan,"KAZ","Labor force, total","SL.TLF.TOTL.IN","9183306"
Kenya,"KEN","GDP (current US$)","NY.GDP.MKTP.CD","100666542665.72"
Kenya,"KEN","Population, total","SP.POP.TOTL","51985780"
Kenya,"KEN","Urban population","SP.URB.TOTL","14553419"
Kenya,"KEN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.07996988296509"
Kenya,"KEN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.675"
Kenya,"KEN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","17.5943665352312"
Kenya,"KEN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","9.63953268531996"
Kenya,"KEN","Labor force, total","SL.TLF.TOTL.IN","23230574"
Kiribati,"KIR","GDP (current US$)","NY.GDP.MKTP.CD","180911843.644622"
Kiribati,"KIR","Population, total","SP.POP.TOTL","126463"
Kiribati,"KIR","Urban population","SP.URB.TOTL","70306"
Kiribati,"KIR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Kiribati,"KIR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.266"
Kiribati,"KIR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","83.0108451288216"
Kiribati,"KIR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","12.7229223647022"
Kiribati,"KIR","Labor force, total","SL.TLF.TOTL.IN","#N/A"
"Korea, Dem. People's Rep.","PRK","GDP (current US$)","NY.GDP.MKTP.CD","#N/A"
"Korea, Dem. People's Rep.","PRK","Population, total","SP.POP.TOTL","25867467"
"Korea, Dem. People's Rep.","PRK","Urban population","SP.URB.TOTL","16136385"
"Korea, Dem. People's Rep.","PRK","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
"Korea, Dem. People's Rep.","PRK","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","73.274"
"Korea, Dem. People's Rep.","PRK","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
"Korea, Dem. People's Rep.","PRK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
"Korea, Dem. People's Rep.","PRK","Labor force, total","SL.TLF.TOTL.IN","15386133"
"Korea, Rep.","KOR","GDP (current US$)","NY.GDP.MKTP.CD","1644312831906.17"
"Korea, Rep.","KOR","Population, total","SP.POP.TOTL","51836239"
"Korea, Rep.","KOR","Urban population","SP.URB.TOTL","42201956"
"Korea, Rep.","KOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
"Korea, Rep.","KOR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","83.4268292682927"
"Korea, Rep.","KOR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","32.6744545418102"
"Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","36.359590549146"
"Korea, Rep.","KOR","Labor force, total","SL.TLF.TOTL.IN","28597159"
Kosovo,"XKX","GDP (current US$)","NY.GDP.MKTP.CD","7716925356.12536"
Kosovo,"XKX","Population, total","SP.POP.TOTL","1790133"
Kosovo,"XKX","Urban population","SP.URB.TOTL","#N/A"
Kosovo,"XKX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Kosovo,"XKX","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","76.567"
Kosovo,"XKX","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","53.9128702484287"
Kosovo,"XKX","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","21.6951468795715"
Kosovo,"XKX","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Kuwait,"KWT","GDP (current US$)","NY.GDP.MKTP.CD","105960225688.145"
Kuwait,"KWT","Population, total","SP.POP.TOTL","4360444"
Kuwait,"KWT","Urban population","SP.URB.TOTL","4360444"
Kuwait,"KWT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","6.55125999450684"
Kuwait,"KWT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","76.92"
Kuwait,"KWT","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Kuwait,"KWT","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Kuwait,"KWT","Labor force, total","SL.TLF.TOTL.IN","2411351"
Kyrgyz Republic,"KGZ","GDP (current US$)","NY.GDP.MKTP.CD","7780874536.66054"
Kyrgyz Republic,"KGZ","Population, total","SP.POP.TOTL","6579900"
Kyrgyz Republic,"KGZ","Urban population","SP.URB.TOTL","2425088"
Kyrgyz Republic,"KGZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","6.21486473083496"
Kyrgyz Republic,"KGZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.8"
Kyrgyz Republic,"KGZ","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","52.1642756151629"
Kyrgyz Republic,"KGZ","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","31.3070363362618"
Kyrgyz Republic,"KGZ","Labor force, total","SL.TLF.TOTL.IN","2560164"
Lao PDR,"LAO","GDP (current US$)","NY.GDP.MKTP.CD","18981800705.0794"
Lao PDR,"LAO","Population, total","SP.POP.TOTL","7319399"
Lao PDR,"LAO","Urban population","SP.URB.TOTL","2656210"
Lao PDR,"LAO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","2.29976010322571"
Lao PDR,"LAO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.497"
Lao PDR,"LAO","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Lao PDR,"LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Lao PDR,"LAO","Labor force, total","SL.TLF.TOTL.IN","2960297"
Latvia,"LVA","GDP (current US$)","NY.GDP.MKTP.CD","34601740323.3386"
Latvia,"LVA","Population, total","SP.POP.TOTL","1900449"
Latvia,"LVA","Urban population","SP.URB.TOTL","1298292"
Latvia,"LVA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.96999979019165"
Latvia,"LVA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","75.3878048780488"
Latvia,"LVA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","58.931720739175"
Latvia,"LVA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","59.8993432537649"
Latvia,"LVA","Labor force, total","SL.TLF.TOTL.IN","988585"
Lebanon,"LBN","GDP (current US$)","NY.GDP.MKTP.CD","31712128253.7961"
Lebanon,"LBN","Population, total","SP.POP.TOTL","5662923"
Lebanon,"LBN","Urban population","SP.URB.TOTL","5035754"
Lebanon,"LBN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","1.69000005722046"
Lebanon,"LBN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","77.804"
Lebanon,"LBN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","33.7572174204001"
Lebanon,"LBN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","16.3725868675626"
Lebanon,"LBN","Labor force, total","SL.TLF.TOTL.IN","1822235"
Lesotho,"LSO","GDP (current US$)","NY.GDP.MKTP.CD","2231214507.47611"
Lesotho,"LSO","Population, total","SP.POP.TOTL","2254100"
Lesotho,"LSO","Urban population","SP.URB.TOTL","654320"
Lesotho,"LSO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","7.66936016082764"
Lesotho,"LSO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","54.693"
Lesotho,"LSO","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","87.8955799942689"
Lesotho,"LSO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","39.7165589371598"
Lesotho,"LSO","Labor force, total","SL.TLF.TOTL.IN","950985"
Liberia,"LBR","GDP (current US$)","NY.GDP.MKTP.CD","3039982500"
Liberia,"LBR","Population, total","SP.POP.TOTL","5087584"
Liberia,"LBR","Urban population","SP.URB.TOTL","2650072"
Liberia,"LBR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","2.30928993225098"
Liberia,"LBR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.948"
Liberia,"LBR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Liberia,"LBR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Liberia,"LBR","Labor force, total","SL.TLF.TOTL.IN","2262189"
Libya,"LBY","GDP (current US$)","NY.GDP.MKTP.CD","50357312594.5129"
Libya,"LBY","Population, total","SP.POP.TOTL","6653942"
Libya,"LBY","Urban population","SP.URB.TOTL","5369132"
Libya,"LBY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Libya,"LBY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","72.472"
Libya,"LBY","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Libya,"LBY","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Libya,"LBY","Labor force, total","SL.TLF.TOTL.IN","2159483"
Liechtenstein,"LIE","GDP (current US$)","NY.GDP.MKTP.CD","6113951011.71459"
Liechtenstein,"LIE","Population, total","SP.POP.TOTL","38756"
Liechtenstein,"LIE","Urban population","SP.URB.TOTL","5587"
Liechtenstein,"LIE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Liechtenstein,"LIE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.8073170731707"
Liechtenstein,"LIE","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Liechtenstein,"LIE","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Liechtenstein,"LIE","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Lithuania,"LTU","GDP (current US$)","NY.GDP.MKTP.CD","56846622904.4391"
Lithuania,"LTU","Population, total","SP.POP.TOTL","2794885"
Lithuania,"LTU","Urban population","SP.URB.TOTL","1901807"
Lithuania,"LTU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Lithuania,"LTU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","74.9292682926829"
Lithuania,"LTU","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","63.9473524210029"
Lithuania,"LTU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","73.2502233995053"
Lithuania,"LTU","Labor force, total","SL.TLF.TOTL.IN","1486169"
Luxembourg,"LUX","GDP (current US$)","NY.GDP.MKTP.CD","73992591285.3029"
Luxembourg,"LUX","Population, total","SP.POP.TOTL","630419"
Luxembourg,"LUX","Urban population","SP.URB.TOTL","576537"
Luxembourg,"LUX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.96999979019165"
Luxembourg,"LUX","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.7414634146342"
Luxembourg,"LUX","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","165.596791540086"
Luxembourg,"LUX","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","199.619000865177"
Luxembourg,"LUX","Labor force, total","SL.TLF.TOTL.IN","322041"
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","25459563655.4806"
"Macao SAR, China","MAC","Population, total","SP.POP.TOTL","676283"
"Macao SAR, China","MAC","Urban population","SP.URB.TOTL","676283"
"Macao SAR, China","MAC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","6.30000019073486"
"Macao SAR, China","MAC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","85.184"
"Macao SAR, China","MAC","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","59.5096337740107"
"Macao SAR, China","MAC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","61.5298010314702"
"Macao SAR, China","MAC","Labor force, total","SL.TLF.TOTL.IN","391720"
Madagascar,"MDG","GDP (current US$)","NY.GDP.MKTP.CD","13051441059.3338"
Madagascar,"MDG","Population, total","SP.POP.TOTL","28225177"
Madagascar,"MDG","Urban population","SP.URB.TOTL","10876290"
Madagascar,"MDG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.09571003913879"
Madagascar,"MDG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","65.182"
Madagascar,"MDG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","28.8686324818304"
Madagascar,"MDG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","20.1420748831987"
