;Grid_Code;population_total_units;al_10_under;al_10_19;al_20_29;al_30_39;al_40_49;al_50_59;al_60_69;al_70_79;al_80_over;alk_18_under;alk_18_29;alk_30_49;alk_50_64;alk_65_over;fam_single;fam_married;fam_widowed;fam_divorced;fam_civil_partner;fam_civil_partner_deceased;fam_civil_partner_dissolved;fam_unknown;geb_germany;geb_eu27;geb_other_europe;geb_other_world;geb_other;ght_male;ght_female;re_roman_catholic;re_protestant;re_other;sg_germany;sg_eu27;sg_other_europe;sg_other_world;sg_other;sh_germany;sh_bosnia;sh_greece;sh_italy;sh_kazakhstan;sh_croatia;sh_netherlands;sh_austria;sh_poland;sh_romania;sh_russia;sh_turkey;sh_ukraine;sh_other;sk_germany;sk_abroad;sz_one;sz_mult_german_foreign;sz_mult_foreign_only;sz_unknown
11417;100mN33316E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11418;100mN33316E42405;18;0;0;6;3;0;3;0;3;0;3;6;3;3;4;10;5;0;3;0;0;0;0;10;0;3;5;0;10;8;0;7;11;11;0;3;4;0;11;0;0;0;0;0;0;0;0;0;0;3;0;4;11;7;15;3;0;0
11419;100mN33316E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11420;100mN33316E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11421;100mN33316E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11422;100mN33316E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11423;100mN33316E42410;56;3;5;31;8;5;3;3;0;0;6;32;13;4;0;43;9;0;4;0;0;0;0;44;4;3;4;0;26;30;4;29;23;48;4;3;3;0;48;0;0;0;0;0;0;0;0;0;0;0;0;6;48;8;56;0;0;0
11424;100mN33316E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11425;100mN33316E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11426;100mN33316E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11427;100mN33316E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11428;100mN33316E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11429;100mN33316E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11605;100mN33317E42398;180;27;18;22;21;28;24;15;17;8;38;29;49;33;31;77;73;18;12;0;0;0;0;147;7;13;11;3;73;107;14;55;111;155;3;19;3;0;155;0;0;0;0;0;0;0;0;0;0;15;0;7;155;25;157;22;0;0
11606;100mN33317E42399;101;3;3;11;9;17;9;10;30;10;4;12;26;14;45;33;39;15;14;0;0;0;0;82;9;5;3;3;40;61;7;53;41;95;3;4;0;0;95;0;0;0;0;0;0;0;0;0;0;4;0;3;95;6;96;5;0;0
11607;100mN33317E42400;52;5;3;3;7;4;4;12;11;4;7;3;11;9;22;16;14;10;12;0;0;0;0;41;5;4;0;3;23;29;0;21;30;46;0;5;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;5;46;6;46;6;0;0
11608;100mN33317E42401;48;3;3;0;13;4;5;6;11;4;4;0;17;9;17;15;22;6;5;0;0;0;0;39;0;3;5;0;23;25;6;22;20;44;0;0;3;0;44;0;0;0;0;0;0;0;0;0;0;0;0;3;44;4;43;5;0;0
11609;100mN33317E42402;91;12;9;10;17;11;6;7;16;3;18;13;28;9;23;37;35;8;11;0;0;0;0;76;0;9;5;0;41;50;8;24;59;79;0;8;3;0;79;0;0;0;0;3;0;0;0;0;0;5;0;4;79;12;78;13;0;0
11610;100mN33317E42403;25;3;5;0;4;4;4;0;3;3;6;3;8;5;4;10;12;0;3;0;0;0;0;22;3;0;0;0;15;10;6;11;8;23;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;3;23;3;25;0;0;0
11611;100mN33317E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11612;100mN33317E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11613;100mN33317E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11614;100mN33317E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11615;100mN33317E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11616;100mN33317E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11617;100mN33317E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11618;100mN33317E42411;92;3;0;44;21;7;7;5;4;0;3;44;28;12;5;72;14;0;6;0;0;0;0;62;12;4;11;3;49;43;14;34;44;69;12;3;7;0;69;0;0;3;0;0;0;0;3;0;0;0;0;17;69;23;89;3;0;0
11619;100mN33317E42412;20;3;3;7;5;0;0;0;0;0;4;8;5;3;0;11;9;0;0;0;0;0;0;18;0;0;3;0;9;11;3;7;10;18;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;17;3;0;0
11620;100mN33317E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11621;100mN33317E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11622;100mN33317E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11800;100mN33318E42397;131;14;3;28;17;20;16;18;9;6;16;29;37;28;21;55;50;6;20;0;0;0;0;97;13;13;8;0;58;73;18;47;66;107;6;15;3;0;107;3;0;0;0;0;0;0;0;4;0;11;0;5;107;24;125;6;0;0
11801;100mN33318E42398;181;27;27;15;34;25;20;10;14;9;49;20;59;28;25;85;75;9;12;0;0;0;0;124;12;23;20;3;81;100;14;51;116;149;6;22;4;0;149;0;0;0;0;0;0;0;3;0;0;9;0;17;149;32;153;28;0;0
11802;100mN33318E42399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11803;100mN33318E42400;146;8;8;24;19;20;24;23;9;11;15;25;39;34;33;67;49;11;17;3;0;0;0;113;7;20;6;0;75;71;13;50;83;127;3;15;3;0;127;0;0;0;0;0;3;0;0;0;0;15;0;3;127;19;126;20;0;0
11804;100mN33318E42401;81;4;3;12;10;15;12;13;5;7;6;13;25;19;18;32;32;8;9;0;0;0;0;65;4;5;7;0;37;44;8;24;49;66;3;7;5;0;66;0;0;0;0;0;0;0;3;0;0;7;0;6;66;15;78;3;0;0
11805;100mN33318E42402;16;0;3;0;3;4;4;0;0;3;0;3;7;4;3;5;6;3;3;0;0;0;0;14;0;0;3;0;8;8;0;7;9;12;0;3;3;0;12;0;0;0;0;0;0;0;0;0;0;3;0;3;12;4;16;0;0;0
11806;100mN33318E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11807;100mN33318E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11808;100mN33318E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11809;100mN33318E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11810;100mN33318E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11811;100mN33318E42408;13;0;0;4;3;0;0;3;0;0;0;5;3;0;3;9;3;0;3;0;0;0;0;7;3;0;3;0;6;7;0;4;9;8;3;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;3;8;5;12;0;0;0
11812;100mN33318E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11813;100mN33318E42410;8;0;0;3;0;0;0;0;0;4;0;3;0;0;5;4;0;4;0;0;0;0;0;6;3;0;0;0;3;5;0;4;4;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0
11814;100mN33318E42411;180;10;13;46;37;32;18;11;8;5;21;48;69;24;18;121;37;9;12;0;0;0;0;160;11;3;6;0;86;94;21;72;87;170;6;0;4;0;170;0;0;0;0;0;0;3;0;0;0;0;0;6;170;10;175;5;0;0
11815;100mN33318E42412;200;15;10;57;35;31;17;13;19;3;23;59;66;23;29;128;49;6;17;0;0;0;0;172;15;4;9;0;106;94;15;83;102;181;11;3;5;0;181;3;0;0;0;0;0;0;5;0;0;0;0;10;181;19;194;5;0;0
11816;100mN33318E42413;89;10;6;20;11;16;7;4;12;3;14;22;27;8;18;41;29;5;14;0;0;0;0;71;4;3;11;0;45;44;5;36;48;81;0;3;6;0;81;0;0;0;0;0;0;0;0;0;0;0;0;6;81;8;82;7;0;0
11817;100mN33318E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11998;100mN33319E42396;65;10;9;9;15;11;4;5;0;3;18;10;26;5;6;36;22;0;6;0;0;0;0;35;6;23;0;0;31;34;6;8;51;35;5;24;0;0;35;0;0;0;0;0;0;0;0;0;0;23;0;6;35;30;51;14;0;0
11999;100mN33319E42397;64;3;4;8;5;9;8;12;10;5;7;8;14;14;21;18;31;7;8;0;0;0;0;46;4;8;3;3;23;41;6;18;40;52;3;8;3;0;52;3;0;0;0;0;0;0;0;0;0;0;0;9;52;12;63;0;0;0
12000;100mN33319E42398;203;21;13;57;39;24;22;19;3;5;28;63;63;29;20;130;41;4;28;0;0;0;0;146;6;26;22;3;115;88;21;52;130;159;7;19;18;0;159;0;0;0;0;0;0;0;4;0;0;13;3;22;159;44;188;14;0;0
12001;100mN33319E42399;75;4;8;21;4;16;10;5;6;0;11;22;20;14;8;42;23;0;9;0;0;0;0;53;3;9;9;0;39;36;10;14;51;50;0;18;6;0;50;0;0;0;0;0;0;0;0;0;0;16;0;7;50;25;70;5;0;0
12002;100mN33319E42400;153;18;11;29;25;25;19;12;8;6;27;31;50;26;19;81;47;7;17;0;0;0;0;122;7;13;11;0;74;79;22;56;75;128;3;15;7;0;128;0;0;0;0;0;0;0;3;0;0;15;0;8;128;25;138;15;0;0
12003;100mN33319E42401;129;14;16;14;21;23;17;13;8;3;23;21;44;23;18;61;49;11;8;0;0;0;0;107;6;5;8;3;64;65;17;44;68;112;6;8;3;0;112;0;3;0;0;0;0;0;0;0;0;8;0;6;112;17;114;14;0;0
12004;100mN33319E42402;92;7;16;11;10;18;13;8;4;5;19;15;28;18;12;37;39;6;10;0;0;0;0;81;0;10;0;0;48;44;3;30;59;83;0;9;0;0;83;0;0;0;0;0;0;0;0;0;0;8;0;0;83;9;84;8;0;0
12005;100mN33319E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12006;100mN33319E42404;3;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
12007;100mN33319E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12008;100mN33319E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12009;100mN33319E42407;88;8;6;12;13;23;13;6;4;3;11;15;36;16;10;42;36;7;3;0;0;0;0;77;7;0;3;0;40;48;7;42;39;80;5;0;3;0;80;0;0;0;0;0;0;3;0;0;0;0;0;4;80;8;85;3;0;0
12010;100mN33319E42408;123;14;7;20;20;19;15;12;9;7;17;24;39;21;22;73;30;7;13;0;0;0;0;109;5;3;5;0;70;53;11;59;53;117;3;3;3;0;117;0;0;0;0;0;0;0;0;0;0;3;0;3;117;6;120;3;0;0
12011;100mN33319E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12012;100mN33319E42410;46;0;0;0;0;3;4;7;16;16;0;0;3;6;37;8;0;24;13;0;0;0;0;38;3;3;0;0;12;34;5;26;15;43;3;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;3;43;3;43;3;0;0
12013;100mN33319E42411;228;10;7;67;55;29;20;17;10;13;14;70;84;29;31;162;34;11;19;3;0;0;0;207;7;4;10;0;105;123;20;95;113;217;4;4;3;0;217;0;0;0;0;0;0;0;0;3;0;3;0;4;217;11;216;12;0;0
12014;100mN33319E42412;180;10;9;31;39;34;26;12;12;7;17;33;73;33;24;103;45;13;16;3;0;0;0;166;4;7;3;0;75;105;24;76;80;171;3;6;0;0;171;0;0;0;0;0;0;0;0;0;0;4;0;3;171;9;172;8;0;0
12015;100mN33319E42413;261;18;9;52;41;52;34;25;15;15;25;54;93;46;43;150;57;16;38;0;0;0;0;196;15;20;26;4;127;134;26;101;134;221;6;17;17;0;221;0;0;0;0;0;0;0;0;3;0;15;0;20;221;40;236;24;0;0
12016;100mN33319E42414;148;14;18;25;24;27;17;10;10;3;28;29;51;20;20;74;51;10;13;0;0;0;0;91;6;30;20;0;71;77;13;40;95;109;0;30;8;0;109;0;0;0;0;0;0;0;0;0;0;26;0;12;109;39;124;24;0;0
12201;100mN33320E42395;81;3;11;21;10;11;7;5;11;3;11;24;21;10;15;42;29;3;7;0;0;0;0;69;5;3;3;0;37;44;10;35;36;69;5;5;3;0;69;0;0;0;0;0;0;0;0;0;0;5;0;6;69;12;78;3;0;0
12202;100mN33320E42396;109;13;16;21;17;17;8;10;7;0;28;22;34;14;11;63;33;5;8;0;0;0;0;81;7;17;4;0;58;51;18;23;68;78;4;24;3;0;78;0;0;0;0;0;0;0;3;0;0;19;0;8;78;31;99;10;0;0
12203;100mN33320E42397;98;5;6;30;12;11;11;8;9;6;11;30;23;16;18;50;28;11;9;0;0;0;0;82;5;5;6;0;49;49;14;30;54;88;3;6;0;0;88;0;0;0;0;0;0;0;0;0;0;4;0;4;88;10;95;3;0;0
12204;100mN33320E42398;107;8;12;21;16;14;19;10;7;0;18;23;30;24;12;57;28;5;17;0;0;0;0;83;5;8;11;0;57;50;7;34;66;88;5;11;3;0;88;0;0;0;0;0;0;0;0;0;0;10;0;6;88;19;98;9;0;0
12205;100mN33320E42399;155;18;11;21;25;23;9;18;17;13;27;23;48;19;38;76;51;10;18;0;0;0;0;122;5;16;10;3;72;83;18;55;82;126;5;17;7;0;126;3;0;0;0;0;3;0;0;0;0;10;0;13;126;29;141;13;0;0
12206;100mN33320E42400;122;6;8;17;20;17;19;17;8;10;10;21;37;25;29;59;37;10;16;0;0;0;0;91;8;14;7;3;54;68;20;42;60;104;5;10;3;0;104;0;0;0;0;0;0;0;4;0;0;10;0;3;104;18;114;8;0;0
12207;100mN33320E42401;104;3;9;17;9;22;12;17;8;7;10;19;31;21;23;39;48;11;6;0;0;0;0;95;5;0;0;0;45;59;14;48;42;101;3;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;3;101;3;99;5;0;0
12208;100mN33320E42402;75;3;11;8;5;14;12;11;6;5;11;11;19;17;17;34;25;8;8;0;0;0;0;60;6;8;0;0;33;42;8;34;33;68;3;5;0;0;68;0;0;0;0;0;0;0;3;0;0;4;0;0;68;7;68;7;0;0
12209;100mN33320E42403;15;0;0;3;0;0;3;9;0;0;0;3;3;7;4;3;9;0;3;0;0;0;0;7;0;4;3;0;9;6;0;3;11;8;0;4;3;0;8;0;0;0;0;0;0;0;0;0;0;3;0;3;8;7;15;0;0;0
12210;100mN33320E42404;5;0;0;3;0;0;0;0;0;0;0;3;0;3;0;3;3;0;0;0;0;0;0;5;0;0;0;0;3;3;0;5;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0
12211;100mN33320E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12212;100mN33320E42406;9;0;0;0;0;3;4;0;0;0;0;0;3;4;0;3;4;0;0;0;0;0;0;9;0;0;0;0;4;5;0;4;4;9;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0
12213;100mN33320E42407;148;3;10;36;15;31;19;10;15;9;11;38;46;25;28;85;43;9;11;0;0;0;0;130;6;7;4;0;78;70;16;66;66;136;8;4;0;0;136;0;3;0;0;0;0;0;3;0;0;3;0;0;136;12;141;7;0;0
12214;100mN33320E42408;204;15;23;40;30;22;52;9;6;7;28;50;52;59;15;115;72;8;9;0;0;0;0;183;11;4;5;0;102;102;28;85;91;189;11;0;4;0;189;0;0;0;0;0;0;0;0;0;0;0;0;11;189;15;197;7;0;0
12215;100mN33320E42409;204;11;8;76;41;31;19;13;3;3;18;77;72;24;13;147;45;3;9;0;0;0;0;179;13;3;6;3;104;100;27;81;96;191;9;0;3;0;191;0;3;0;0;0;0;0;0;0;0;0;0;6;191;13;193;11;0;0
12216;100mN33320E42410;179;8;7;53;37;35;16;9;6;8;14;54;72;22;17;122;27;11;18;0;0;0;0;151;9;5;12;3;89;90;22;66;91;161;5;6;5;3;161;0;0;0;0;0;0;0;3;0;0;3;0;11;161;18;168;9;0;3
12217;100mN33320E42411;261;14;21;60;45;44;32;25;9;11;33;62;89;47;30;146;81;13;17;4;0;0;0;225;11;12;11;3;130;131;26;103;132;232;11;10;8;0;232;0;0;0;0;0;0;3;0;0;0;9;0;14;232;29;254;7;0;0
12218;100mN33320E42412;269;13;16;86;48;41;30;18;7;10;25;90;89;45;20;178;61;10;20;0;0;0;0;230;23;4;11;0;133;136;32;110;127;246;16;3;5;0;246;0;0;4;0;0;0;0;6;0;0;3;0;10;246;23;261;8;0;0
12219;100mN33320E42413;212;13;12;34;31;40;28;24;23;7;23;36;71;36;46;112;64;11;25;0;0;0;0;179;10;18;3;3;101;111;8;89;115;193;4;15;0;0;193;0;0;0;0;0;0;0;0;0;0;14;0;3;193;19;203;9;0;0
12220;100mN33320E42414;108;3;5;14;17;11;19;13;19;8;6;15;28;27;32;57;14;11;26;0;0;0;0;82;8;12;3;3;65;43;11;41;56;93;4;9;3;0;93;0;0;0;0;0;0;0;0;0;0;6;0;9;93;15;103;5;0;0
12408;100mN33321E42394;95;6;10;10;11;17;14;7;12;8;11;15;28;16;25;36;36;12;11;0;0;0;0;82;8;5;0;0;46;49;11;45;39;86;5;4;0;0;86;0;0;0;0;0;0;0;3;0;0;3;0;0;86;9;92;3;0;0
12409;100mN33321E42395;40;0;3;8;10;3;4;0;9;4;3;9;12;4;13;22;9;6;3;0;0;0;0;37;0;3;0;0;18;22;9;13;18;35;3;3;0;0;35;0;0;0;0;0;0;0;0;0;0;3;0;0;35;5;37;3;0;0
12410;100mN33321E42396;118;7;7;27;9;21;23;8;12;4;11;30;30;24;23;63;31;10;14;0;0;0;0;96;11;7;4;0;65;53;26;50;42;99;9;7;0;3;99;0;0;0;0;0;0;0;4;0;0;5;0;9;99;19;112;4;0;3
12411;100mN33321E42397;53;0;5;0;8;18;5;6;9;3;3;3;26;9;13;22;23;3;6;0;0;0;0;39;3;0;11;0;37;16;7;17;29;42;0;0;9;0;42;0;0;0;0;0;0;0;0;0;0;0;0;10;42;11;51;3;0;0
12412;100mN33321E42398;139;15;11;14;19;28;10;17;17;8;25;15;47;20;32;60;46;16;17;0;0;0;0;120;5;7;7;0;62;77;10;54;75;122;3;8;6;0;122;0;0;3;0;0;0;0;0;0;0;6;0;7;122;17;137;3;0;0
12413;100mN33321E42399;159;12;17;20;25;26;17;23;14;5;25;24;51;28;31;67;65;12;15;0;0;0;0;109;16;23;11;0;76;83;22;45;92;121;8;26;4;0;121;0;0;0;0;0;0;0;0;0;0;23;0;10;121;38;145;14;0;0
12414;100mN33321E42400;90;6;4;18;9;18;7;14;6;8;10;18;27;12;23;45;27;6;12;0;0;0;0;68;0;8;12;0;47;43;8;35;47;71;3;9;8;0;71;0;0;0;0;0;0;0;0;0;0;9;0;9;71;19;82;8;0;0
12415;100mN33321E42401;39;11;3;3;6;6;3;3;3;3;13;4;12;4;6;21;14;3;3;0;0;0;0;38;0;0;0;0;19;20;0;17;21;38;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;38;0;0;0
12416;100mN33321E42402;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
12417;100mN33321E42403;27;5;0;10;3;4;3;0;0;0;6;10;7;3;0;14;8;0;4;0;0;0;0;21;3;3;0;0;17;10;7;4;16;23;0;3;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;4;23;4;22;5;0;0
12418;100mN33321E42404;5;0;0;0;3;3;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;5;0;0;0;0;4;0;0;0;3;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0
12419;100mN33321E42405;4;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;3;3;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0
12420;100mN33321E42406;109;8;6;21;19;21;14;10;8;3;13;22;40;18;16;62;31;6;8;3;0;0;0;87;11;7;3;0;62;47;11;41;57;95;6;7;0;0;95;0;0;0;0;0;0;0;0;0;0;6;0;6;95;14;100;9;0;0
12421;100mN33321E42407;194;21;10;32;33;37;26;20;11;4;28;35;70;33;28;98;69;10;17;0;0;0;0;171;10;6;6;0;88;106;26;70;98;177;6;5;6;0;177;0;0;0;0;3;0;0;3;0;0;0;0;10;177;17;188;6;0;0
12422;100mN33321E42408;222;17;16;41;34;40;35;20;15;4;31;43;74;49;25;123;72;4;23;0;0;0;0;199;9;3;11;0;115;107;19;78;125;208;7;4;3;0;208;0;0;3;0;0;0;0;0;0;0;3;0;8;208;14;210;12;0;0
12423;100mN33321E42409;244;15;14;82;41;37;22;9;15;9;24;87;78;28;27;154;56;6;28;0;0;0;0;186;18;16;22;3;125;119;29;91;124;199;12;18;15;0;199;0;3;3;0;0;0;0;0;0;0;10;0;28;199;45;227;16;0;0
12424;100mN33321E42410;208;7;13;53;30;40;23;17;17;8;13;60;70;33;32;121;54;9;20;4;0;0;0;186;10;4;7;0;97;111;25;92;91;196;7;3;3;0;196;0;0;0;0;0;0;0;0;3;0;0;0;7;196;12;200;8;0;0
12425;100mN33321E42411;219;12;9;49;49;34;33;11;11;11;20;50;83;37;29;131;53;14;21;0;0;0;0;194;11;8;5;0;101;118;31;83;105;202;6;8;3;0;202;3;0;3;0;0;0;0;3;0;0;4;0;5;202;17;213;6;0;0
