;Grid_Code;families_total_units;famk_couple_wout_child;famk_couple_1_child_less_18;famk_couple_children_more_18;famk_reg_partner_wout_child;famk_reg_partner_1_child_less_18;famk_reg_partner_children_more_18;famk_nonmarital_wout_child;famk_nonmarital_1_child_less_18;famk_nonmarital_children_more_18;famk_fathers_1_child_less_18;famk_fathers_children_more_18;famk_mothers_1_child_less_18;famk_mothers_children_more_18;famk_wout_child;famk_with_child;famk_single_parent;famk_couple;famk_reg_partner;famk_nonmarital;famk_fathers;famk_mothers;famgr_2_pers;famgr_3_pers;famgr_4_pers;famgr_5_pers;famgr_6_more;fams_seniors_only;fams_seniors_young;fams_wout_seniors
13903;100mN33328E42394;39;13;7;5;0;0;0;4;0;0;3;0;4;3;0;0;0;0;0;0;0;0;25;11;3;0;0;4;3;33
13904;100mN33328E42395;53;18;11;3;0;0;0;4;3;0;3;0;12;0;0;0;0;0;0;0;0;0;34;9;6;3;0;4;8;41
13905;100mN33328E42396;50;23;6;3;0;0;0;8;3;3;0;0;4;3;0;0;0;0;0;0;0;0;35;11;3;0;0;6;4;40
13906;100mN33328E42397;28;14;4;3;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;20;4;3;3;0;3;8;18
13907;100mN33328E42398;25;9;5;0;0;0;0;5;0;0;0;0;3;3;0;0;0;0;0;0;0;0;17;3;3;3;0;3;4;18
13908;100mN33328E42399;35;9;5;3;0;0;0;7;4;0;0;0;3;4;0;0;0;0;0;0;0;0;22;8;5;0;0;3;6;26
13909;100mN33328E42400;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;6
13910;100mN33328E42401;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0
13911;100mN33328E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13912;100mN33328E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13913;100mN33328E42404;5;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;3
13914;100mN33328E42405;10;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;0;0;3;3;6
13915;100mN33328E42406;43;7;6;6;0;0;0;7;3;0;0;0;6;7;0;0;0;0;0;0;0;0;25;9;8;0;0;3;4;36
13916;100mN33328E42407;39;11;10;5;0;0;0;3;0;0;0;0;6;3;0;0;0;0;0;0;0;0;21;8;10;0;0;3;3;35
13917;100mN33328E42408;40;12;13;6;0;0;0;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;18;12;6;3;0;6;3;31
13918;100mN33328E42409;41;15;8;6;0;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;26;6;7;3;0;9;3;30
13919;100mN33328E42410;38;13;7;3;0;0;0;5;3;0;0;0;5;3;0;0;0;0;0;0;0;0;23;10;5;0;0;6;0;31
13920;100mN33328E42411;13;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;3;0;0;3;0;9
13921;100mN33328E42412;29;6;10;7;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;6;0;0;0;3;27
13922;100mN33328E42413;50;15;10;5;0;0;0;4;4;0;0;0;7;5;0;0;0;0;0;0;0;0;27;16;4;3;0;3;6;42
13923;100mN33328E42414;30;16;8;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;20;7;3;0;0;10;3;17
13924;100mN33328E42415;15;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;10;3;3
13925;100mN33328E42416;18;14;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;9;3;6
13926;100mN33328E42417;16;11;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;3;0;0;6;5;5
13927;100mN33328E42418;20;13;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;3;0;0;9;5;6
13928;100mN33328E42419;34;21;3;3;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;27;6;0;0;0;7;3;24
13929;100mN33328E42420;40;15;5;3;0;0;0;7;3;0;0;0;6;0;0;0;0;0;0;0;0;0;29;4;4;3;0;3;3;35
13930;100mN33328E42421;39;13;7;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;0;31;6;0;0;0;3;6;30
14109;100mN33329E42391;24;9;6;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;14;4;4;3;0;5;4;15
14110;100mN33329E42392;8;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;7
14111;100mN33329E42393;22;7;3;3;0;0;0;5;3;0;0;0;3;0;0;0;0;0;0;0;0;0;14;5;3;0;0;0;3;20
14112;100mN33329E42394;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;3;4
14113;100mN33329E42395;12;3;3;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;3;0;3;0;9
14114;100mN33329E42396;41;20;9;3;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;24;12;5;0;0;4;3;34
14115;100mN33329E42397;17;5;0;3;0;0;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;10;4;3;0;0;0;3;15
14116;100mN33329E42398;37;13;4;3;0;0;0;7;5;0;0;0;4;0;0;0;0;0;0;0;0;0;22;12;0;0;3;6;4;27
14117;100mN33329E42399;20;9;4;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;13;3;0;3;3;3;4;13
14118;100mN33329E42400;29;10;4;0;0;0;0;7;3;0;0;0;3;0;0;0;0;0;0;0;0;0;19;5;3;0;0;3;6;20
14119;100mN33329E42401;34;12;6;8;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;19;12;3;0;0;4;5;25
14120;100mN33329E42402;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
14121;100mN33329E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14122;100mN33329E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14123;100mN33329E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14124;100mN33329E42406;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3
14125;100mN33329E42407;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4
14126;100mN33329E42408;28;11;9;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;7;0;0;3;0;24
14127;100mN33329E42409;24;7;5;3;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;10;5;9;0;0;3;0;21
14128;100mN33329E42410;16;5;0;0;0;0;0;3;3;0;0;0;3;3;0;0;0;0;0;0;0;0;13;3;0;0;0;0;3;14
14129;100mN33329E42411;11;3;0;0;0;0;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;10
14130;100mN33329E42412;21;9;3;0;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;16;3;3;0;0;6;3;13
14131;100mN33329E42413;11;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;3;0;0;0;0;9
14132;100mN33329E42414;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;5;0;4
14133;100mN33329E42415;23;16;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;0;0;0;12;3;8
14134;100mN33329E42416;23;13;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;4;0;0;9;5;9
14135;100mN33329E42417;25;12;3;3;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;19;3;3;0;0;5;6;14
14136;100mN33329E42418;48;14;9;3;0;0;0;9;0;0;0;0;6;3;0;0;0;0;0;0;0;0;29;8;8;3;0;10;5;33
14137;100mN33329E42419;33;17;4;3;0;0;0;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;24;8;0;0;0;4;0;28
14138;100mN33329E42420;22;7;3;0;0;0;0;8;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17;3;3;0;0;3;0;18
14139;100mN33329E42421;23;3;12;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;8;7;4;4;0;0;0;21
14140;100mN33329E42422;21;10;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;3;0;0;4;3;14
14315;100mN33330E42391;13;5;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;3;0;0;0;3;11
14316;100mN33330E42392;20;5;4;3;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;10;5;4;0;0;3;5;13
14317;100mN33330E42393;49;15;8;5;0;0;0;6;3;0;0;3;3;6;0;0;0;0;0;0;0;0;31;11;7;0;0;5;5;39
14318;100mN33330E42394;38;14;8;4;0;0;0;5;3;0;0;0;3;0;0;0;0;0;0;0;0;0;22;7;7;3;0;3;3;32
14319;100mN33330E42395;30;16;5;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;23;3;5;0;0;0;3;26
14320;100mN33330E42396;24;4;5;0;0;0;0;6;3;0;0;0;0;3;0;0;0;0;0;0;0;0;15;6;3;0;0;3;0;20
14321;100mN33330E42397;29;6;3;3;0;0;0;12;3;0;0;0;0;3;0;0;0;0;0;0;0;0;22;4;3;0;0;3;4;23
14322;100mN33330E42398;28;10;10;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;16;5;3;0;4;4;3;21
14323;100mN33330E42399;13;4;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;10;3;0;0;0;0;0;11
14324;100mN33330E42400;14;0;3;3;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;8;5;0;0;0;0;3;12
14325;100mN33330E42401;6;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;5
14326;100mN33330E42402;31;6;7;6;0;0;0;5;0;0;0;0;6;0;0;0;0;0;0;0;0;0;17;11;3;0;0;4;3;25
14327;100mN33330E42403;18;8;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;0;0;0;3;4;11
14328;100mN33330E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14329;100mN33330E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14330;100mN33330E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14331;100mN33330E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14332;100mN33330E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14333;100mN33330E42409;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6
14334;100mN33330E42410;27;12;3;0;0;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;22;3;3;0;0;0;5;21
14335;100mN33330E42411;11;4;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;3;0;7
14336;100mN33330E42412;19;11;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;17;3;0;0;0;0;3;15
14337;100mN33330E42413;17;10;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;4;0;0;6;5;6
14338;100mN33330E42414;16;8;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;3;3;0;3;3;11
14339;100mN33330E42415;22;13;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17;3;3;0;0;12;0;9
14340;100mN33330E42416;41;15;12;0;0;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;26;13;0;0;0;4;3;34
14341;100mN33330E42417;54;10;11;0;0;0;0;14;8;0;0;0;7;3;0;0;0;0;0;0;0;0;30;15;8;0;0;5;4;45
14342;100mN33330E42418;28;6;7;0;0;0;0;3;0;0;0;0;6;3;0;0;0;0;0;0;0;0;14;9;3;3;0;0;6;22
14343;100mN33330E42419;25;7;6;0;0;0;0;5;3;0;0;0;0;3;0;0;0;0;0;0;0;0;16;5;4;0;0;3;0;22
14344;100mN33330E42420;17;12;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;0;0;6;3;8
14345;100mN33330E42421;14;3;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;0;0;0;0;13
14346;100mN33330E42422;24;11;8;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;5;0;0;3;4;18
14512;100mN33331E42390;24;8;7;0;0;0;0;3;3;0;0;0;4;0;0;0;0;0;0;0;0;0;12;6;5;0;0;0;3;20
14513;100mN33331E42391;39;9;0;0;0;0;0;12;4;3;3;3;4;0;0;0;0;0;0;0;0;0;28;9;0;0;0;3;3;35
14514;100mN33331E42392;37;10;8;3;0;0;0;6;3;0;0;0;7;0;0;0;0;0;0;0;0;0;23;8;5;0;0;4;3;31
14515;100mN33331E42393;31;10;9;3;0;0;0;5;0;0;0;0;3;3;0;0;0;0;0;0;0;0;18;10;3;0;0;5;7;19
14516;100mN33331E42394;20;8;0;3;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;15;4;0;0;0;5;3;12
14517;100mN33331E42395;39;12;9;3;0;0;0;6;0;0;0;0;3;4;0;0;0;0;0;0;0;0;25;9;3;0;3;3;4;32
14518;100mN33331E42396;31;12;4;3;0;0;0;3;3;0;0;3;3;0;0;0;0;0;0;0;0;0;20;9;0;0;0;3;4;25
14519;100mN33331E42397;9;3;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;3;0;0;0;9
14520;100mN33331E42398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14521;100mN33331E42399;18;4;5;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;0;0;0;0;16
14522;100mN33331E42400;21;6;4;0;0;0;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;11;7;0;3;0;3;0;17
14523;100mN33331E42401;16;5;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;8;6;0;0;0;3;3;10
14524;100mN33331E42402;20;6;4;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;0;0;0;4;0;15
14525;100mN33331E42403;26;12;7;3;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;16;7;3;0;0;3;6;18
14526;100mN33331E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14527;100mN33331E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14528;100mN33331E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14529;100mN33331E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14530;100mN33331E42408;9;4;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;9
14531;100mN33331E42409;29;10;5;0;0;0;0;6;0;0;0;0;3;4;0;0;0;0;0;0;0;0;22;3;5;0;0;4;3;23
14532;100mN33331E42410;39;12;5;4;0;0;0;10;0;0;0;3;0;0;0;0;0;0;0;0;0;0;28;8;0;3;0;7;3;30
14533;100mN33331E42411;24;7;6;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;4;0;0;5;3;16
14534;100mN33331E42412;20;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;6;0;13
14535;100mN33331E42413;20;9;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;4;0;0;4;3;14
14536;100mN33331E42414;37;26;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;5;3;0;0;17;7;13
14537;100mN33331E42415;13;8;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;11;3;0;0;0;3;0;9
14538;100mN33331E42416;10;3;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;3;0;8
14539;100mN33331E42417;28;6;7;3;0;0;0;3;0;0;0;0;7;0;0;0;0;0;0;0;0;0;14;9;5;0;0;4;5;19
14540;100mN33331E42418;29;6;12;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;9;9;9;0;0;3;0;26
14541;100mN33331E42419;10;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;3;0;0;0;3;8
14542;100mN33331E42420;17;8;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;0;0;0;3;3;12
14543;100mN33331E42421;29;7;13;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;9;3;0;3;0;25
14544;100mN33331E42422;67;23;19;3;0;0;0;9;4;0;0;0;4;3;0;0;0;0;0;0;0;0;39;14;11;3;0;10;5;52
14709;100mN33332E42390;34;11;5;6;0;0;0;6;3;0;0;0;0;3;0;0;0;0;0;0;0;0;20;10;3;0;0;3;3;28
14710;100mN33332E42391;31;12;7;3;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;19;5;5;0;3;3;5;23
14711;100mN33332E42392;51;18;13;7;0;0;0;3;4;0;0;0;3;3;0;0;0;0;0;0;0;0;24;16;7;3;3;3;3;45
14712;100mN33332E42393;40;15;15;0;0;0;0;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;21;8;7;3;0;6;3;32
14713;100mN33332E42394;30;12;5;3;0;0;0;6;0;0;0;0;3;3;0;0;0;0;0;0;0;0;20;4;5;0;0;5;6;19
14714;100mN33332E42395;27;9;4;3;0;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;18;4;4;0;0;3;0;23
14715;100mN33332E42396;12;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;3;0;0;0;3;9
14716;100mN33332E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14717;100mN33332E42398;17;3;8;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;5;3;0;3;0;14
14718;100mN33332E42399;30;10;8;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;17;5;8;0;0;4;0;25
14719;100mN33332E42400;34;12;7;3;0;0;0;6;3;0;0;0;3;0;0;0;0;0;0;0;0;0;21;7;4;0;3;4;3;27
14720;100mN33332E42401;46;12;15;3;0;0;0;4;0;0;0;0;8;4;0;0;0;0;0;0;0;0;25;9;7;3;3;5;4;37
14721;100mN33332E42402;11;3;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;11
14722;100mN33332E42403;20;8;4;3;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;13;3;3;0;0;7;0;13
14723;100mN33332E42404;36;13;10;3;0;0;0;3;0;0;0;0;6;0;0;0;0;0;0;0;0;0;19;12;5;0;0;0;3;33
14724;100mN33332E42405;7;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;6
14725;100mN33332E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14726;100mN33332E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14727;100mN33332E42408;18;9;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;12;4;3;0;0;3;0;15
14728;100mN33332E42409;31;14;7;0;0;0;0;3;3;0;0;0;4;3;0;0;0;0;0;0;0;0;21;5;4;0;0;6;0;24
14729;100mN33332E42410;26;11;4;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;7;3;0;0;8;4;14
14730;100mN33332E42411;34;16;6;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;18;11;5;0;0;10;5;19
14731;100mN33332E42412;37;26;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;4;0;0;0;18;5;14
14732;100mN33332E42413;21;14;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17;4;0;0;0;8;5;8
14733;100mN33332E42414;13;11;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;8;4;0
14734;100mN33332E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14735;100mN33332E42416;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;3;0;3
14736;100mN33332E42417;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3
14737;100mN33332E42418;17;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;10;0;0;0;0;17
14738;100mN33332E42419;51;3;27;3;0;0;0;3;6;0;0;3;5;3;0;0;0;0;0;0;0;0;12;15;22;3;0;0;3;47
14739;100mN33332E42420;55;20;15;7;0;0;0;5;3;0;0;0;3;3;0;0;0;0;0;0;0;0;29;15;10;0;0;10;3;42
14740;100mN33332E42421;36;23;3;0;0;0;0;5;3;0;0;0;3;0;0;0;0;0;0;0;0;0;31;4;0;0;0;7;4;25
14741;100mN33332E42422;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;0;3
14903;100mN33333E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14904;100mN33333E42389;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;5
14905;100mN33333E42390;26;9;4;0;0;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;18;0;3;3;0;7;4;15
14906;100mN33333E42391;31;18;5;3;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;21;6;3;0;0;9;0;22
14907;100mN33333E42392;53;24;13;6;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;32;10;9;3;0;11;6;36
14908;100mN33333E42393;19;10;0;3;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;13;4;0;0;0;0;7;11
14909;100mN33333E42394;32;13;7;4;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;19;9;4;0;0;6;4;22
14910;100mN33333E42395;22;6;4;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;7;0;0;3;4;16
14911;100mN33333E42396;15;0;4;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;4;5;0;0;0;3;12
14912;100mN33333E42397;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3
14913;100mN33333E42398;40;14;11;5;0;0;0;4;0;0;0;0;3;3;0;0;0;0;0;0;0;0;21;5;8;0;5;8;5;27
14914;100mN33333E42399;38;15;4;5;0;0;0;7;0;0;0;0;3;4;0;0;0;0;0;0;0;0;27;7;4;0;0;4;8;26
14915;100mN33333E42400;28;10;5;3;0;0;0;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;17;9;0;0;0;3;3;23
14916;100mN33333E42401;13;3;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;3;10
14917;100mN33333E42402;33;10;5;6;0;0;0;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;18;10;4;0;0;3;4;27
14918;100mN33333E42403;19;9;3;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;14;3;3;0;0;4;3;13
14919;100mN33333E42404;33;14;4;3;0;0;0;4;3;0;0;0;4;3;0;0;0;0;0;0;0;0;24;8;0;0;0;6;6;21
14920;100mN33333E42405;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;6
14921;100mN33333E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14922;100mN33333E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14923;100mN33333E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14924;100mN33333E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14925;100mN33333E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14926;100mN33333E42411;8;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;3;0;6
14927;100mN33333E42412;12;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;0;6;3;4
14928;100mN33333E42413;20;8;4;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;16;4;0;0;0;4;3;14
14929;100mN33333E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14930;100mN33333E42415;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
14931;100mN33333E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14932;100mN33333E42417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14933;100mN33333E42418;28;13;10;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;6;0;0;9;3;17
